"cc_saldo_atual","cc_saldo_medio","credit_card_limite","qtd_fin_imobiliario","qtd_mensal_cheques","qtd_pag_automovel","qtd_trans_atm","qtd_trans_kiosk","qtd_trans_teller","qtd_trans_web","retirada_mensal","valor_fin_imobiliario","valor_fundos_bancarios","classe_ltv","ltv","estado","estado_civil","idade","n_dependentes","profissao","proprietario_casa","proprietario_veiculo","regiao","salario","sexo","tem_filho","tem_seguro_imobiliario","tempo_cliente_anos","nome_sobrenome"
25,0,900,1,0,506,0,2,1,1300,53.06,1300,0,"very high",31030.5,"oh","married",41,0,"professor",1,1,"midwest",63722,"m",0,0,2,"mejia_reginald"
1076,446,1500,1,4,6281,4,10,5,3100,53.42,5000,17100,"high",24581,"ny","widowed",68,1,"it staff",1,1,"northeast",57124,"f",1,0,1,"hutson_tynisha"
5262,0,900,0,4,5775,4,5,2,969,53.86,0,5369,"medium",17592.75,"ny","single",30,1,"clerical",0,1,"northeast",64371,"m",0,0,1,"kessler_mitchell"
236,0,1000,1,14,793,4,0,2,700,53.65,700,500,"high",24742.75,"ca","married",30,3,"construction laborer",1,1,"west",64971,"m",0,0,3,"gill_orlando"
25,0,900,1,3,0,2,2,0,700,53.1,700,0,"high",23150,"ny","married",26,3,"lab technician",1,1,"northeast",58200,"f",0,0,4,"hills_madge"
25,0,1000,0,0,506,0,2,0,0,53.06,0,0,"low",13397.25,"ny","single",26,0,"first-line manager",0,1,"northeast",59189,"m",1,0,2,"early_val"
131,0,500,1,7,1538,4,2,1,750,53.73,2500,4050,"high",24245.25,"nv","divorced",53,1,"it staff",1,1,"southwest",61781,"f",1,1,1,"blanton_christal"
133,0,500,1,9,657,4,3,3,1000,53.51,1000,750,"medium",19259,"ny","married",32,3,"school teacher",1,1,"northeast",62236,"m",1,0,3,"salgado_edwin"
181,0,1500,1,4,1113,1,2,3,1590,53.08,1590,1501,"very high",30190.75,"mi","married",49,1,"technical writer",1,1,"midwest",67163,"f",0,0,1,"queen_stephen"
13091,2178,3000,1,4,16470,4,2,2,1500,53.84,5000,8850,"medium",17217.25,"ny","married",27,5,"clerical",1,1,"northeast",68069,"f",1,0,5,"love_caitlyn"
25,0,700,0,3,2463,5,9,1,0,54.93,0,0,"medium",20597.75,"mi","single",40,0,"administrative assistant",0,1,"midwest",62391,"m",0,0,2,"engel_charlie"
25,0,800,1,0,511,0,2,1,727,53.06,727,0,"high",28531.75,"ny","married",61,0,"it staff",1,1,"northeast",65727,"m",1,0,2,"coyle_hubert"
176,0,1000,1,14,687,2,2,3,1050,53.01,1050,700,"medium",20411.5,"ny","married",24,3,"prof-26",1,1,"northeast",70046,"m",1,0,3,"fry_chi"
542,0,1000,1,2,2276,5,0,1,1087,54.93,3200,2968,"high",24458,"mn","divorced",73,3,"prof-8",1,1,"west",64632,"m",1,1,4,"correa_adolph"
601,0,1200,1,4,2502,4,7,1,900,53.74,3000,4500,"high",25838.75,"ca","divorced",55,1,"it staff",1,1,"west",67355,"f",1,1,1,"stephenson_tobi"
25,0,600,0,0,506,0,0,1,0,53.06,0,0,"low",13747.5,"nv","single",39,1,"homemaker",0,1,"southwest",65390,"m",1,0,1,"devine_hal"
2166,580,500,1,2,29373,5,2,2,1200,54.08,3700,6700,"high",23333.5,"mi","divorced",40,1,"not specified",1,1,"midwest",63334,"f",1,0,1,"crenshaw_milly"
643,11779,3500,1,2,13495,2,4,2,3600,52.86,5000,14800,"medium",21843.5,"ca","married",44,0,"not specified",1,1,"west",45774,"f",1,0,2,"bland_aurelia"
32,0,700,1,4,624,4,2,3,250,53.69,1300,1000,"high",22593.5,"ak","married",31,1,"medical doctor",1,1,"west",63974,"f",1,0,1,"mayo_altha"
25,0,1000,1,2,2086,5,2,3,600,54.27,3500,1800,"high",22702.75,"il","divorced",41,1,"truck driver",1,1,"midwest",60411,"f",1,1,1,"randolph_wai"
26,0,1000,2,2,7574,6,0,1,4600,56.97,6000,16000,"very high",40213.25,"fl","widowed",57,1,"not specified",2,1,"south",64053,"f",0,1,1,"byers_deanna"
25,0,900,1,1,619,3,2,1,1454,53.22,1454,0,"high",26775.25,"mn","married",45,0,"fireman",1,1,"west",65101,"m",1,0,2,"mckay_leopoldo"
25,0,500,2,5,629,2,2,2,15000,53.16,15000,0,"very high",36727,"ca","other",56,0,"it staff",2,1,"west",60508,"m",1,0,2,"mckinney_vaughn"
5306,0,1500,1,15,5815,2,2,4,975,53.15,2500,4525,"high",29978.25,"mi","divorced",41,2,"fireman",1,1,"midwest",75513,"f",0,0,2,"harris_ping"
25,0,500,1,2,506,2,2,1,3600,53.04,3600,0,"high",24289.75,"mi","divorced",46,1,"it staff",1,1,"midwest",64759,"f",1,0,1,"castaneda_eddie"
25,0,900,0,4,515,1,2,0,0,53.07,0,0,"medium",19892.5,"mn","single",43,0,"prof-11",0,1,"west",58370,"m",0,0,2,"laird_ronald"
25,0,500,1,2,702,2,2,0,2000,53.12,2000,0,"very high",30205,"mi","divorced",45,1,"prof-55",1,1,"midwest",66820,"m",0,0,2,"geiger_alonso"
25,11167,500,1,1,21802,5,2,4,1600,54.26,4000,9000,"high",22967.75,"wi","divorced",44,1,"it staff",1,1,"midwest",60271,"f",1,0,1,"cash_wynona"
25,0,500,1,1,506,1,2,1,4000,53.07,4000,0,"high",23783.5,"mi","divorced",39,1,"it staff",1,1,"midwest",65534,"f",1,0,1,"shell_marjory"
25,0,1000,1,2,1747,2,2,4,1625,53.16,2500,7225,"high",23532.25,"ut","divorced",50,1,"bank teller",1,1,"southwest",60129,"m",1,0,1,"becker_jerrod"
735,0,900,2,2,1793,5,2,2,800,54.78,2100,3900,"very high",36631.5,"mi","divorced",43,1,"prof-52",2,1,"midwest",69326,"f",1,0,4,"ritchie_dotty"
25,0,1000,1,4,10943,7,10,1,3000,62.12,4000,7000,"high",29229,"ca","divorced",47,1,"it staff",1,1,"west",58116,"f",0,1,4,"boston_margart"
13398,0,1500,1,2,17441,5,0,1,750,53.98,2500,2250,"low",0,"wa","divorced",0,1,"it staff",1,1,"west",57340,"f",1,0,1,"cabrera_windy"
25,0,800,1,2,2826,5,8,2,400,55.41,4000,3200,"high",24097.25,"fl","divorced",65,3,"it staff",1,1,"south",66389,"f",1,1,4,"lara_shemika"
25,0,900,0,0,504,0,2,0,0,53.06,0,0,"high",22165.25,"ca","single",63,0,"it staff",0,1,"west",59461,"m",0,0,2,"hackett_val"
1984,0,700,0,10,2648,4,2,1,506,53.48,0,1956,"medium",15937,"ny","single",51,0,"bank teller",0,1,"northeast",59348,"m",1,0,2,"blanco_lowell"
25,0,500,1,11,345,3,1,1,1487,53.3,1487,0,"high",23425.25,"dc","married",34,4,"cashier",1,1,"northeast",64101,"m",0,0,4,"carmona_lindsay"
25,0,500,0,4,599,1,2,0,0,53.09,0,0,"medium",19092,"ny","single",21,0,"administrative assistant",0,1,"northeast",63968,"m",0,0,2,"shockley_boyd"
25,0,900,1,11,1399,6,3,3,2000,56.73,2000,1000,"medium",19573.25,"dc","divorced",36,3,"truck driver",1,1,"northeast",59893,"f",1,1,4,"moran_goldie"
25,0,500,1,2,588,3,4,2,1500,53.18,1500,301,"medium",18365.25,"ny","married",21,3,"programmer/developer",1,1,"northeast",63061,"m",1,0,3,"gay_teddy"
288,0,600,0,2,2001,4,1,4,936,53.8,0,6372,"medium",16452.25,"mn","single",44,0,"administrator",0,1,"west",64209,"m",1,1,2,"jacob_garfield"
25,0,500,1,0,504,0,2,0,6000,53.06,6000,0,"high",23996.5,"ny","married",41,1,"homemaker",1,1,"northeast",65586,"f",1,0,1,"benitez_carleen"
25,63310,700,0,4,63932,6,2,1,0,56.01,0,0,"medium",16168.5,"nv","single",50,0,"sales representative",0,1,"southwest",60674,"m",1,0,2,"wiley_jacob"
25,0,1000,1,1,514,1,2,1,1012,53.07,1012,0,"high",24780,"wa","married",49,1,"cashier",1,1,"west",65520,"f",1,0,1,"barth_shelia"
14522,0,1300,1,12,15036,4,2,6,1495,53.8,2300,6282,"high",25393,"ny","divorced",53,1,"prof-1",1,1,"northeast",66372,"f",1,0,1,"tucker_risa"
156,0,2000,2,3,606,4,2,4,1,53.89,3500,5001,"very high",39493.25,"dc","divorced",42,1,"it staff",2,1,"northeast",81173,"m",1,1,4,"ernst_fred"
11174,0,1300,1,3,12132,5,3,4,2400,54.36,3000,10300,"high",24747.25,"wa","divorced",33,0,"truck driver",1,1,"west",61789,"m",1,0,2,"patten_roberto"
25,0,900,0,0,504,0,2,0,0,53.06,0,0,"medium",17891,"ny","single",24,0,"prof-44",0,1,"northeast",57964,"m",0,0,2,"cohen_shon"
25,0,900,1,1,510,5,2,1,2700,54.24,2700,0,"medium",19398.5,"ny","divorced",25,3,"publisher",1,1,"northeast",65594,"m",1,0,3,"lamb_van"
25,0,500,0,0,593,2,2,1,0,53.17,0,0,"high",22015.25,"nv","single",56,0,"prof-32",0,1,"southwest",61661,"m",0,0,2,"phipps_douglas"
25,29714,500,1,3,31444,5,2,2,4500,54.44,8000,17700,"high",23367.5,"ny","widowed",49,1,"administrator",1,1,"northeast",59870,"f",1,0,1,"crow_kitty"
25,0,500,0,1,602,1,2,1,0,53.08,0,0,"medium",15834.5,"ms","single",38,0,"it staff",0,1,"south",64138,"m",1,0,2,"corbin_humberto"
25,0,500,1,4,3508,6,2,1,1300,55.5,4600,4710,"high",24186.75,"fl","divorced",46,1,"it staff",1,1,"south",64347,"f",1,1,1,"elmore_delpha"
25,0,2500,0,1,717,4,3,1,506,53.74,0,1956,"high",23235,"mi","single",43,0,"nurse",0,1,"midwest",71740,"m",0,0,2,"hill_bernie"
21069,76470,1300,1,1,98684,6,3,4,2275,56.85,3500,10525,"high",24775.25,"ny","divorced",54,1,"cashier",1,1,"northeast",57501,"f",1,0,4,"peters_keli"
209,0,700,1,10,718,2,3,0,1000,53.11,1000,0,"high",27179.25,"mi","married",40,0,"prof-10",1,1,"midwest",68717,"m",1,0,2,"galindo_rudy"
3375,0,800,1,3,4643,5,8,1,850,54.61,3600,4900,"high",27099.75,"ca","divorced",41,3,"prof-24",1,1,"west",69999,"m",0,0,3,"platt_angel"
25,0,2000,1,2,2143,5,3,1,1200,54.29,3100,4400,"high",28310.5,"ny","divorced",62,1,"homemaker",1,1,"northeast",74442,"f",1,1,1,"rider_kisha"
18779,0,900,1,4,23870,3,3,3,3700,53.35,6000,22700,"medium",21609.5,"mn","married",37,1,"it staff",1,1,"west",57638,"f",1,0,1,"beaulieu_usha"
25,0,1300,0,2,1558,5,3,1,768,54.21,0,2318,"high",23298,"mn","single",37,0,"nurse",0,1,"west",74392,"m",0,1,2,"acevedo_seth"
25,0,2000,1,1,760,4,3,4,5000,53.94,5000,6501,"high",28739,"ca","widowed",50,1,"it staff",1,1,"west",80956,"f",1,0,1,"mabry_keiko"
25,0,500,1,1,543,1,3,1,2000,53.07,2000,0,"medium",20111.25,"ny","divorced",39,3,"prof-7",1,1,"northeast",62845,"m",1,0,3,"mott_cameron"
25,0,1000,1,4,2143,5,3,5,2800,54.56,3000,16950,"high",24439.25,"ca","divorced",48,1,"prof-59",1,1,"west",64557,"f",1,1,1,"ambrose_ta"
25,0,500,1,3,3316,2,3,2,1500,53.04,1500,1400,"medium",17462.75,"fl","married",35,4,"prof-23",1,1,"south",59851,"m",1,0,4,"kim_jerrell"
15060,11518,800,1,4,27386,5,3,4,1803,54.6,4000,5503,"medium",19694.75,"ca","divorced",47,4,"not specified",1,1,"west",63979,"m",1,1,4,"rooney_demetrius"
266,30650,900,1,12,33850,4,2,4,1700,53.73,6500,9550,"medium",20980.5,"ca","widowed",49,3,"not specified",1,1,"west",60322,"f",1,0,4,"hathaway_marylee"
25,0,3500,1,0,506,0,2,1,5000,53.06,5000,0,"very high",31592.75,"ny","married",47,1,"clerical",1,1,"northeast",73571,"m",0,0,1,"villalobos_edgardo"
44,469,5000,1,4,3110,4,2,5,3500,53.79,5500,15000,"medium",16296.5,"ny","widowed",51,6,"it staff",1,1,"northeast",64786,"f",1,1,4,"crenshaw_vada"
59,0,900,1,2,578,1,2,1,3500,53.09,3500,0,"high",23960,"mi","divorced",40,1,"plumber",1,1,"midwest",63840,"f",1,0,2,"dawkins_phyllis"
25,0,900,1,3,6489,6,2,4,3000,56.85,5000,7390,"high",25873.5,"ny","widowed",51,1,"prof-8",1,1,"northeast",69094,"m",1,1,1,"winn_deandre"
25,0,1000,0,14,21264,5,0,5,0,54.98,0,17001,"medium",16419.25,"dc","single",48,0,"nurse",0,1,"northeast",62477,"m",1,0,2,"hood_jaime"
141,0,1200,1,10,1581,4,0,6,10000,53.6,10000,11500,"high",27172.5,"mi","widowed",84,1,"law enforcement officer",1,1,"midwest",61090,"f",1,0,1,"simmons_carmelia"
3596,5554,600,2,13,11016,3,2,2,731,53.3,731,1300,"very high",34569.25,"or","married",40,1,"veterinarian",2,1,"west",62277,"m",1,0,4,"spaulding_wilburn"
25,0,1000,1,0,506,0,2,1,890,53.06,890,0,"very high",31486.25,"wa","married",31,0,"professor",1,1,"west",69545,"m",0,0,2,"gary_mary"
866,0,3000,2,4,2702,6,9,1,800,56.06,5000,3000,"very high",31425.5,"ny","married",45,1,"it staff",2,1,"northeast",53702,"f",1,1,1,"saylor_emmaline"
625,0,500,1,1,2122,2,2,2,1000,53.1,1000,300,"high",25513.5,"ca","married",46,3,"school teacher",1,1,"west",61654,"m",0,0,3,"riley_gale"
7549,0,1500,0,12,8282,4,2,4,3500,53.78,0,8900,"medium",17621,"nv","single",40,0,"prof-38",0,1,"southwest",70484,"m",1,0,2,"sheets_antonia"
1947,0,1700,1,17,3040,4,4,2,650,53.69,2200,3550,"high",25860.75,"ca","divorced",48,1,"cashier",1,1,"west",70243,"f",1,0,1,"alston_laveta"
25,14392,900,1,16,15773,3,1,6,1600,53.38,4000,4200,"high",29941,"ny","divorced",51,1,"homemaker",1,1,"northeast",65364,"f",0,0,1,"nielson_bennie"
25,0,900,1,3,1543,3,6,3,350,53.18,2654,1350,"high",23789.5,"ca","divorced",48,1,"prof-3",1,1,"west",61958,"m",1,0,1,"boggs_lawrence"
4366,0,1000,1,3,5304,4,3,4,2934,53.54,2000,6484,"very high",30450.75,"ca","divorced",47,1,"not specified",1,1,"west",69003,"m",0,0,1,"hanks_desmond"
25,0,900,1,0,529,0,3,1,780,53.06,780,0,"very high",32483.5,"mi","married",43,0,"construction laborer",1,1,"midwest",68734,"m",0,0,2,"fenton_octavio"
25,0,1400,1,4,668,3,3,4,5000,53.33,5000,7800,"very high",31656.25,"ca","married",45,1,"it staff",1,1,"west",74625,"f",0,1,1,"drake_sherron"
886,0,4000,1,13,2151,4,3,1,1700,53.62,20000,17550,"high",25862.5,"mn","other",38,5,"homemaker",1,1,"west",78250,"f",0,1,5,"hannah_shela"
55,0,500,1,16,770,3,3,1,400,53.36,1000,2400,"high",23735.25,"ok","married",35,1,"not specified",1,1,"midwest",66941,"f",1,1,1,"escobedo_rowena"
25,0,1000,0,0,504,0,3,1,0,53.06,0,0,"low",0,"fl","single",0,0,"not specified",0,1,"south",62688,"m",0,0,2,"gilmore_mckinley"
25,0,3500,1,3,6894,6,3,4,1,58.44,5000,11001,"high",25029.5,"ny","widowed",50,1,"publisher",1,1,"northeast",66118,"f",1,1,1,"arnold_karlyn"
25,0,500,1,0,509,0,3,2,1216,53.06,1216,0,"medium",21595.5,"dc","married",31,1,"cashier",1,1,"northeast",59982,"m",1,0,1,"weir_malcolm"
6021,6919,1400,1,5,21260,5,3,5,2500,54.58,2500,1801,"high",23564.25,"ny","divorced",58,3,"plumber",1,1,"northeast",69057,"m",1,0,3,"harmon_noe"
10426,0,1200,1,5,10995,5,3,9,2000,55.09,4000,12000,"high",23904.25,"ca","divorced",46,3,"not specified",1,1,"west",73217,"f",1,0,4,"dewitt_briana"
25,0,600,0,0,504,5,3,0,0,54.31,0,0,"medium",18233.5,"ca","single",57,0,"medical doctor",0,1,"west",66134,"m",1,0,2,"cassidy_jorge"
1160,3714,1500,1,2,5424,2,10,1,700,53.13,2430,3950,"medium",21658.75,"mn","divorced",33,1,"dba",1,1,"west",59435,"m",1,0,1,"kirkland_homer"
136,0,500,1,2,8613,7,6,5,4000,63.33,10000,21600,"high",23115.75,"nc","married",37,1,"it staff",1,1,"south",63663,"f",1,1,1,"hardin_belle"
25,0,1500,1,3,769,2,2,1,400,53.12,2700,1550,"high",25249.25,"ny","divorced",47,1,"prof-31",1,1,"northeast",68197,"f",1,1,1,"bryson_mariela"
25,0,900,1,0,506,0,3,0,800,53.06,800,0,"high",24401,"ca","married",43,3,"childcare worker",1,1,"west",58404,"m",0,0,3,"gant_armando"
9827,4752,1500,1,4,15114,4,4,6,750,53.51,2500,4350,"high",23164.25,"ny","divorced",79,5,"school teacher",1,1,"northeast",71057,"f",1,0,5,"dye_arielle"
25,0,500,1,3,707,4,3,3,1054,53.45,1054,1250,"high",23548.75,"mi","married",35,1,"childcare worker",1,1,"midwest",66195,"f",1,1,1,"keen_beryl"
25,0,1000,2,0,502,0,3,0,1200,53.06,1200,0,"very high",37386.75,"dc","married",28,0,"veterinarian",2,1,"northeast",70347,"m",1,0,4,"baum_mervin"
25,0,600,1,3,1293,3,1,3,453,53.34,650,1403,"high",23824,"nc","single",37,1,"sales representative",1,1,"south",66496,"f",1,1,1,"dempsey_alberta"
25,0,500,1,0,506,0,3,1,2000,53.06,2000,0,"high",23778,"mi","divorced",36,1,"plumber",1,1,"midwest",66712,"f",1,0,1,"reaves_dolly"
25,0,1000,1,0,507,0,3,0,3000,53.06,3000,0,"high",25169,"ny","divorced",45,0,"prof-47",1,1,"northeast",58676,"m",1,0,2,"roberson_jamaal"
25,0,3000,1,2,8091,6,3,4,3500,57.55,5000,17500,"very high",31281.25,"ny","widowed",51,1,"prof-16",1,1,"northeast",90725,"m",1,1,1,"mcnally_herman"
287,0,900,1,8,2019,6,0,4,2000,55.99,6000,9800,"high",27743.5,"ny","married",38,1,"truck driver",1,1,"northeast",61774,"f",0,0,1,"minor_amal"
25,64674,900,0,15,65300,6,3,3,0,56.71,0,0,"medium",16210.75,"ca","single",43,0,"fireman",0,1,"west",63643,"m",1,0,2,"sexton_lloyd"
25,0,500,0,0,506,0,3,0,0,53.06,0,0,"medium",17720.25,"ca","single",34,1,"waiter/waitress",0,1,"west",63281,"m",0,0,1,"dent_mathew"
25,0,500,1,7,777,2,3,1,1000,53.11,1000,0,"high",28165,"ca","married",43,1,"prof-40",1,1,"west",61460,"m",0,0,1,"lau_harvey"
2102,0,1100,1,2,2948,2,1,1,1,53.01,1200,1001,"high",24138.75,"ca","married",44,5,"prof-16",1,1,"west",68955,"f",0,0,5,"kilgore_dahlia"
25,0,500,1,3,1284,5,3,1,400,54.24,2000,2430,"high",22691.25,"dc","divorced",32,1,"it staff",1,1,"northeast",63965,"m",1,1,1,"ortega_pasquale"
268,0,2000,1,9,2209,6,1,4,3800,56.54,3800,12500,"high",28027,"ca","divorced",50,1,"not specified",1,1,"west",58108,"f",0,1,1,"aguilera_kaylee"
25,0,5000,1,3,2680,5,0,4,3000,54.49,15000,9000,"very high",30848.5,"ca","other",53,1,"it staff",1,1,"west",68194,"f",0,1,1,"hickey_mario"
25,0,1700,1,1,521,2,3,1,2900,49.86,2900,0,"high",27167,"il","divorced",40,0,"veterinarian",1,1,"midwest",68668,"m",1,0,2,"gage_trinidad"
3561,0,900,1,4,4082,4,3,4,2000,53.78,5000,7400,"high",23575.5,"mn","married",37,1,"it staff",1,1,"west",59502,"f",1,0,4,"coleman_marty"
25,0,900,2,1,0,1,3,0,800,53.08,800,0,"very high",33591.25,"mn","married",43,4,"prof-29",2,1,"west",61165,"m",0,0,4,"kelly_lenard"
25,3425,900,1,1,5183,4,3,1,477,53.41,900,2877,"high",24604,"ca","married",42,0,"bank teller",1,1,"west",57616,"m",1,0,2,"downing_sean"
11301,0,700,0,4,14559,5,10,1,1333,54.83,0,3333,"medium",16388,"ca","single",52,0,"nurse",0,1,"west",60752,"m",1,0,2,"hargrove_ezekiel"
25,0,500,0,0,506,0,3,0,0,53.06,0,0,"medium",21457.25,"ca","single",52,0,"mason",0,1,"west",61029,"m",0,0,2,"lilly_huey"
7776,2836,700,0,8,11201,4,3,5,5000,53.81,0,14000,"medium",16843.75,"ny","single",48,0,"administrative assistant",0,1,"northeast",64175,"m",1,0,2,"kennedy_alvin"
220,0,900,1,2,727,3,3,2,1500,53.29,1500,400,"very high",30528.5,"ny","married",49,1,"first-line manager",1,1,"northeast",68514,"m",0,0,1,"jameson_mary"
25,0,1000,1,18,509,2,3,1,787,53.02,787,0,"low",0,"ca","married",0,0,"waiter/waitress",1,1,"west",62089,"m",0,0,2,"hancock_rich"
25,0,4000,1,0,506,0,3,1,8550,53.06,8550,0,"very high",32154.25,"mi","married",33,0,"it staff",1,1,"midwest",71417,"m",0,0,2,"pulliam_arthur"
25,0,3500,1,0,508,2,3,1,5000,53.12,5000,0,"medium",18704.25,"mi","married",31,4,"prof-25",1,1,"midwest",66417,"m",1,0,4,"villanueva_alfonzo"
3756,25919,500,1,7,30686,5,3,4,700,53.96,700,11500,"medium",18317,"mi","married",29,4,"prof-49",1,1,"midwest",65668,"m",1,0,4,"guidry_antony"
25,0,700,1,0,506,0,3,0,700,53.06,700,0,"high",24483.25,"mi","married",35,3,"prof-18",1,1,"midwest",61933,"m",0,0,3,"hatch_jude"
184,0,1300,0,3,759,2,3,1,0,53.12,0,301,"low",11743.25,"mi","single",52,3,"prof-5",0,1,"midwest",64173,"m",1,0,3,"ho_normand"
191,0,1300,1,1,702,1,3,1,4000,53.08,4000,0,"high",23093.75,"ny","divorced",50,1,"prof-35",1,1,"northeast",58375,"f",1,0,1,"walker_sunday"
23324,0,1000,0,2,24350,5,3,5,4352,54.07,0,13602,"medium",14801.75,"or","single",42,1,"administrator",0,1,"west",68407,"m",1,0,1,"cloutier_clemente"
26,0,900,1,4,1775,4,1,1,4000,53.74,4000,3400,"medium",18596.5,"wi","divorced",22,4,"programmer/developer",1,1,"midwest",69586,"f",1,1,4,"martinez_katrina"
1955,0,700,0,2,2470,1,3,3,553,53.08,0,2053,"low",9353.75,"mi","single",34,3,"prof-39",0,1,"midwest",61815,"m",1,0,3,"gunter_lawrence"
7130,4447,900,1,4,14333,4,1,1,4700,53.52,6750,24700,"high",24842,"ny","widowed",64,1,"administrator",1,1,"northeast",59768,"f",1,0,1,"fowler_rikki"
25,0,900,0,0,506,0,3,0,0,53.06,0,0,"medium",18712.25,"wi","single",23,0,"waiter/waitress",0,1,"midwest",61649,"m",0,0,2,"dietz_fletcher"
25,0,900,1,3,2233,5,1,2,650,54.86,2950,3750,"high",23395,"mi","divorced",34,1,"prof-8",1,1,"midwest",65980,"m",1,1,1,"forrest_stanley"
25,0,1000,1,1,933,2,3,1,2000,52.48,2000,0,"medium",14005.5,"mi","divorced",32,6,"prof-38",1,1,"midwest",63222,"m",1,0,4,"rosales_stacy"
25,0,1000,1,1,2724,6,3,1,1,55.62,4000,3061,"high",24070.5,"ca","divorced",39,1,"it staff",1,1,"west",66682,"f",1,1,1,"kang_bonita"
25,0,1300,0,0,507,0,3,1,0,53.06,0,0,"medium",20667.75,"mi","single",35,0,"author",0,1,"midwest",64671,"m",0,0,2,"michael_darrick"
25,0,900,1,2,9923,5,3,4,3000,54.78,6800,11800,"medium",21407,"ca","widowed",55,3,"it staff",1,1,"west",59628,"f",1,0,4,"myles_donnie"
1388,0,1600,1,2,1899,1,2,2,1000,53.09,1000,401,"high",27078.5,"ny","married",48,1,"administrative assistant",1,1,"northeast",75114,"f",1,0,1,"kang_sammy"
8135,0,4000,2,4,11922,5,8,5,3200,54.04,10000,17750,"high",29679.5,"ny","married",40,1,"clerical",2,1,"northeast",48718,"m",1,0,1,"muniz_man"
25,0,700,0,0,506,0,3,1,0,53.06,0,0,"medium",18285.25,"mi","single",32,1,"prof-25",0,1,"midwest",60341,"m",0,0,4,"workman_terrance"
318,0,700,1,10,853,4,3,3,700,53.49,700,950,"medium",15317.25,"wi","married",32,6,"prof-2",1,1,"midwest",68469,"m",1,0,4,"newby_logan"
25,0,700,0,1,508,1,3,0,0,53.07,0,0,"high",22839,"ny","single",50,0,"administrative assistant",0,1,"northeast",67356,"m",0,0,2,"washington_brady"
2280,0,1200,1,3,3386,4,3,1,1500,53.56,4000,7500,"high",22920,"ny","divorced",53,1,"it staff",1,1,"northeast",56480,"f",1,1,1,"guzman_georgianna"
757,0,800,0,1,1288,2,3,1,0,53.16,0,0,"medium",15539.75,"ca","single",48,1,"not specified",0,1,"west",68959,"m",1,0,1,"weir_linwood"
25,0,700,1,1,507,2,3,1,750,53.13,750,0,"medium",21677.75,"co","married",33,1,"prof-60",1,1,"west",59511,"m",1,0,1,"edmonds_edmund"
25,0,5000,1,1,7283,7,1,4,1,61.44,6000,12001,"medium",20502.75,"ny","married",48,1,"it staff",1,1,"northeast",48811,"f",1,1,1,"mullins_maryrose"
189,0,500,2,9,232,4,3,1,4800,53.4,4800,0,"very high",34519.75,"fl","divorced",30,1,"waiter/waitress",2,1,"south",66079,"m",1,0,4,"lovett_irving"
25,0,500,1,7,506,2,3,1,12000,49.94,12000,0,"high",24445,"mi","married",34,1,"it staff",1,1,"midwest",64180,"m",1,0,4,"mattingly_neal"
137,0,500,1,4,1256,5,1,1,600,54.29,1200,3250,"high",25000.75,"mn","married",48,1,"prof-62",1,1,"west",66803,"f",1,1,1,"sewell_jacinta"
25,0,500,1,3,528,4,3,0,2000,53.75,2000,0,"high",22679.75,"nv","divorced",35,1,"it staff",1,1,"southwest",62719,"f",1,0,1,"blake_peggie"
25,0,1500,1,0,507,0,3,1,1500,53.06,1500,0,"very high",31224.25,"ca","married",43,1,"lab technician",1,1,"west",73697,"f",0,0,1,"irwin_willette"
124,0,3000,1,3,662,5,3,5,5000,54.07,5000,0,"high",25981.5,"ny","widowed",49,1,"dba",1,1,"northeast",70326,"f",1,0,1,"bearden_olive"
25,0,500,1,4,8284,5,8,2,3000,54.43,6000,9200,"high",24417,"ms","married",46,1,"it staff",1,1,"south",63268,"f",1,0,2,"grady_lilly"
129,0,500,1,7,638,1,3,0,500,53.08,500,0,"high",29016.5,"ca","single",46,1,"fireman",1,1,"west",63666,"m",0,0,1,"brewster_doyle"
25,0,500,1,0,507,0,3,0,1000,53.06,1000,0,"medium",17509.5,"mi","married",35,5,"prof-33",1,1,"midwest",66038,"f",1,0,5,"holman_kandis"
458,0,500,1,7,1263,3,3,5,4505,53.18,5000,14455,"very high",30436.75,"ny","married",43,0,"clerical",1,1,"northeast",60547,"m",0,0,2,"kline_jc"
25,0,900,1,3,842,5,3,3,2000,54.57,2000,1100,"medium",19000,"mi","divorced",35,3,"prof-6",1,1,"midwest",58000,"f",1,1,4,"rios_catalina"
637,0,900,0,4,1213,2,3,1,750,53.01,0,2850,"medium",15604.25,"mi","single",33,0,"construction laborer",0,1,"midwest",65217,"m",1,0,2,"norwood_daryl"
43,0,900,1,10,743,4,2,1,900,53.52,900,600,"medium",19824.25,"oh","married",23,3,"programmer/developer",1,1,"midwest",68097,"m",1,1,3,"benoit_lenny"
2847,0,500,1,4,2906,5,0,1,400,54.41,2645,3200,"medium",18317.5,"ca","divorced",29,3,"cashier",1,1,"west",59670,"m",1,0,3,"rockwell_deon"
25,0,3000,1,0,506,3,3,1,5000,53.38,5000,0,"medium",21813,"mi","married",42,1,"prof-65",1,1,"midwest",56452,"f",1,0,1,"peachey_martina"
25,0,900,0,0,509,0,3,1,0,53.06,0,0,"medium",15931,"ny","single",50,0,"administrative assistant",0,1,"northeast",59724,"m",1,0,2,"mims_mickey"
25,0,1200,1,0,506,5,3,1,800,54,800,0,"high",27897,"ca","married",43,1,"prof-47",1,1,"west",60388,"m",0,0,1,"myers_bennett"
